Opp,Tournament,Poss_Time_Diff,Score_Diff,Conv_Diff,Tries_Diff,Passes_Diff,Contestable_KO_Win_pct_Diff,PenFK_Against_Diff,RuckMaul_Diff,Ruck_Win_pct_Diff,Cards_diff,Lineout_Win_Pct_Diff,Scrum_Win_Pct_Diff,-175 : -150,-149 : -125,-124 : -100,-99 : -75,-74 : -25,-24 : -1,0 : 25,26 : 50,51 : 75,76 : 100,101 : 125,126 : 150,Result
SOUTH AFRICA,2017_Las_Vegas,-9.749303621169917,-8.108108108108112,-14.285714285714292,0.3333333333333333,0.0,133.33333333333334,0.0,33.333333333333336,-0.2857142857142857,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0
NEW ZEALAND,2017_Las_Vegas,11.16625310173697,11.764705882352944,0.0,0.6666666666666666,-3.125,0.0,-14.285714285714292,-20.0,-0.125,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
SAMOA,2017_Las_Vegas,20.891364902506965,67.74193548387098,60.0,0.75,35.384615384615394,0.0,-20.0,0.0,0.09999999999999998,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
KENYA,2017_London,26.130653266331663,100.0,100.0,0.8571428571428571,26.66666666666667,42.857142857142854,-50.0,-50.0,0.04166666666666663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
SOUTH AFRICA,2017_London,6.352941176470593,33.333333333333336,33.333333333333336,0.0,2.8571428571428616,0.0,-33.333333333333336,-33.333333333333336,0.04807692307692313,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
AUSTRALIA,2017_London,28.25552825552825,37.77777777777777,42.85714285714286,-0.4,36.111111111111114,50.0,33.333333333333336,100.0,0.1428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
SCOTLAND,2017_London,-15.16314779270634,-20.0,-20.0,0.0,-5.154639175257729,50.0,33.333333333333336,33.333333333333336,-0.1071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
CANADA,2017_London,11.16625310173697,-7.317073170731702,-14.285714285714292,0.4166666666666666,37.31343283582089,25.0,-66.66666666666666,-60.0,-0.11111111111111116,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
WALES,2017_London,-16.931216931216937,-40.0,-33.333333333333336,-0.5,-16.92307692307692,33.33333333333333,-66.66666666666666,-60.0,0.125,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
WALES,2017_Paris,27.07182320441989,46.15384615384616,50.0,-0.33333333333333337,21.568627450980387,20.0,-33.333333333333336,-100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
NEW ZEALAND,2017_Paris,-12.58278145695364,-31.707317073170728,-42.85714285714286,0.8,-20.634920634920636,0.0,-33.333333333333336,-33.333333333333336,0.025000000000000026,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
ENGLAND,2017_Paris,-20.519480519480524,-36.84210526315789,-33.333333333333336,-0.25,0.0,0.0,33.333333333333336,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
FIJI,2017_Paris,16.195372750642676,26.3157894736842,33.333333333333336,-0.5,37.03703703703704,-8.333333333333343,-33.333333333333336,-14.285714285714292,0.16666666666666666,100.0,0.33333333333333337,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SAMOA,2017_Paris,21.445783132530124,11.627906976744184,14.285714285714292,-0.16666666666666666,37.14285714285714,60.0,33.333333333333336,0.0,-0.09999999999999998,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1
ARGENTINA,2017_Paris,8.602150537634415,15.555555555555555,14.285714285714292,0.08333333333333337,14.285714285714292,46.66666666666667,100.0,100.0,-0.1428571428571429,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
SCOTLAND,2017_Singapore,-6.264501160092807,11.864406779661008,11.111111111111114,0.05000000000000005,-13.043478260869565,0.0,100.0,100.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
NEW ZEALAND,2017_Singapore,-7.079646017699119,-20.0,-20.0,0.0,8.823529411764712,0.0,-100.0,-100.0,0.25,0.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
FIJI,2017_Singapore,62.98200514138818,11.627906976744184,14.285714285714292,-0.16666666666666666,90.9090909090909,-41.66666666666667,-100.0,-100.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AUSTRALIA,2017_Singapore,56.63265306122449,70.21276595744679,71.42857142857143,-0.16666666666666666,67.12328767123286,66.66666666666666,-33.333333333333336,100.0,-0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1
CANADA,2017_Singapore,-20.673076923076923,-15.555555555555555,-14.285714285714292,-0.08333333333333337,-37.5,-25.0,-100.0,-100.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WALES,2017_Singapore,-21.148825065274156,29.629629629629626,25.0,0.33333333333333337,-40.84507042253521,15.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
CANADA,2017_Sydney,35.57692307692307,24.0,25.0,-0.06666666666666665,56.96202531645571,-100.0,-33.333333333333336,-100.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RUSSIA,2017_Sydney,-1.68539325842697,-9.677419354838703,-20.0,0.6666666666666667,-3.4482758620689684,0.0,33.333333333333336,0.0,0.33333333333333337,-50.0,-0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
ARGENTINA,2017_Sydney,-17.17791411042944,7.317073170731702,14.285714285714292,-0.4166666666666666,-6.666666666666671,60.0,100.0,100.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1
SOUTH AFRICA,2017_Sydney,23.359580052493442,-35.48387096774193,-20.0,-1.0,34.615384615384606,-100.0,-100.0,-100.0,0.25,0.0,0.0,-1.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WALES,2017_Sydney,1.5151515151515156,31.03448275862069,20.0,0.6666666666666666,11.764705882352944,16.666666666666654,60.0,50.0,0.11111111111111104,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
FIJI,2017_Sydney,-1.5974440894568716,-48.93617021276595,-42.85714285714286,-0.5,33.333333333333336,20.0,-33.333333333333336,0.0,0.06666666666666665,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
FRANCE,2017_Vancouver,17.647058823529406,24.0,25.0,-0.06666666666666665,13.43283582089552,-75.0,20.0,33.333333333333336,0.1333333333333334,0.0,0.33333333333333337,1.0,0.0,0.0,0.0,-37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
AUSTRALIA,2017_Vancouver,-13.025210084033615,70.58823529411767,66.66666666666666,0.4,-30.303030303030305,33.33333333333333,14.285714285714292,14.285714285714292,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
JAPAN,2017_Vancouver,72.27272727272728,100.0,100.0,0.75,73.49397590361446,85.71428571428571,-66.66666666666666,-60.0,0.33333333333333337,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1
ARGENTINA,2017_Vancouver,3.4300791556728285,7.6923076923076925,0.0,0.5,3.5714285714285694,0.0,14.285714285714292,0.0,0.2857142857142857,-50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
SOUTH AFRICA,2017_Vancouver,45.5,-16.66666666666667,0.0,-1.0,63.38028169014085,-66.66666666666666,-50.0,-100.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FIJI,2017_Vancouver,-16.799999999999994,-7.6923076923076925,0.0,-0.5,-13.846153846153841,0.0,33.333333333333336,100.0,0.1428571428571429,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
SAMOA,2017_Wellington,9.090909090909092,33.333333333333336,33.333333333333336,0.0,24.0,0.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
NEW ZEALAND,2017_Wellington,-18.584070796460182,-33.333333333333336,-33.333333333333336,0.0,-24.675324675324674,50.0,-20.0,0.0,-0.08333333333333337,50.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
JAPAN,2017_Wellington,3.5087719298245617,15.151515151515154,20.0,-0.33333333333333337,15.625,0.0,9.090909090909092,0.0,0.1805555555555556,-50.0,0.33333333333333337,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
KENYA,2017_Wellington,5.856832971800428,-22.58064516129032,-20.0,-0.16666666666666666,21.73913043478261,0.0,-11.111111111111114,-14.285714285714292,0.16666666666666666,50.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
FRANCE,2017_Wellington,7.4550128534704365,0.0,0.0,0.0,12.727272727272736,16.66666666666667,0.0,0.0,0.11111111111111116,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2
Argentina,2017-18_Cape_Town,24.18604651162791,-40.0,-33.333333333333336,-0.5,38.709677419354854,-33.33333333333333,60.0,50.0,-0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Argentina,2017-18_Dubai_7s,0.2915451895043759,-22.222222222222232,-33.333333333333336,0.75,12.0,-33.33333333333333,50.0,50.0,-0.09999999999999998,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Argentina,2017-18_Sydney_7s,-0.4444444444444429,-51.21951219512196,-42.85714285714286,-0.6,26.66666666666667,33.33333333333333,0.0,0.0,0.11111111111111116,-50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
Argentina,2018_Hamilton_7s,11.65644171779141,44.1860465116279,42.85714285714286,0.09999999999999998,-27.272727272727266,-16.66666666666667,-33.333333333333336,100.0,-0.16666666666666666,50.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Argentina,2018_Hong_Kong,37.41794310722101,-7.6923076923076925,0.0,-0.5,52.0,-16.66666666666667,-60.0,-100.0,0.125,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Argentina,2018_Hong_Kong,13.714285714285708,29.166666666666664,25.0,0.26666666666666666,21.73913043478261,41.66666666666666,0.0,-100.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Argentina,2018_Las_Vegas,26.0545905707196,100.0,100.0,1.0,20.0,33.33333333333333,-33.333333333333336,-100.0,0.4545454545454546,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Australia,2017-18_Cape_Town,24.825986078886316,37.77777777777777,42.85714285714286,-0.4,28.571428571428577,50.0,-50.0,-100.0,-0.08333333333333337,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Australia,2017-18_Sydney_7s,6.888361045130638,-15.555555555555555,-14.285714285714292,-0.08333333333333337,31.147540983606554,-30.0,60.0,33.333333333333336,-0.1166666666666666,0.0,-0.5,-1.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Australia,2018_Las_Vegas,33.333333333333336,60.0,60.0,0.0,25.0,50.0,-42.85714285714286,-20.0,0.0982142857142857,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Australia,2018_Vancouver_7s,19.685039370078737,-19.230769230769226,-25.0,0.4,38.46153846153845,16.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
Canada,2017-18_Dubai_7s,-29.93630573248407,-33.333333333333336,-33.333333333333336,0.0,-16.129032258064512,0.0,50.0,33.333333333333336,-0.02083333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
Canada,2017-18_Sydney_7s,5.882352941176463,35.593220338983045,33.333333333333336,0.16666666666666674,-2.5641025641025688,32.14285714285714,33.333333333333336,33.333333333333336,0.11111111111111116,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Canada,2018_Hamilton_7s,13.62467866323908,33.333333333333336,33.333333333333336,0.0,14.893617021276595,-10.0,0.0,0.0,0.23076923076923075,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Canada,2018_Vancouver_7s,-15.074309978768582,14.285714285714292,14.285714285714292,0.0,-9.090909090909092,41.66666666666666,0.0,0.0,-0.17460317460317454,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
England,2018_Las_Vegas,14.893617021276595,17.241379310344826,20.0,-0.16666666666666669,14.285714285714292,-25.0,20.0,14.285714285714292,0.006493506493506551,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Fiji,2017-18_Cape_Town,-8.872901678657072,-36.84210526315789,-33.333333333333336,-0.25,4.347826086956516,100.0,100.0,100.0,0.08333333333333337,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0
Fiji,2017-18_Sydney_7s,44.13965087281795,54.83870967741936,60.0,-0.5,58.82352941176471,100.0,-14.285714285714292,100.0,-0.08333333333333337,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,1
Fiji,2018_Las_Vegas,36.46408839779004,46.15384615384616,50.0,-0.33333333333333337,42.372881355932215,66.66666666666666,-60.0,100.0,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1
France,2017-18_Cape_Town,36.492890995260666,41.46341463414634,42.85714285714286,-0.09999999999999998,50.684931506849324,25.0,-100.0,-100.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
France,2018_Hong_Kong,-3.0444964871194315,0.0,0.0,0.0,5.0847457627118615,16.66666666666667,-100.0,-100.0,0.33333333333333337,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,2
Kenya,2018_Hamilton_7s,-0.5102040816326507,0.0,0.0,0.0,9.090909090909092,100.0,20.0,33.333333333333336,-0.08333333333333337,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2
Kenya,2018_Vancouver_7s,21.382289416846646,-11.627906976744184,-14.285714285714292,0.16666666666666666,37.93103448275863,-16.66666666666667,-100.0,-100.0,0.15909090909090906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,2017-18_Cape_Town,28.473804100227795,100.0,100.0,0.25,14.63414634146342,0.0,0.0,0.0,0.08730158730158732,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
New Zealand,2017-18_Dubai_7s,2.985074626865668,-29.411764705882355,-33.333333333333336,0.25,5.714285714285707,-33.33333333333333,-60.0,-33.333333333333336,0.051948051948051965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,2018_Hong_Kong,-4.522613065326637,-66.66666666666666,-66.66666666666666,0.0,1.5873015873015817,20.0,-33.333333333333336,0.0,-0.18181818181818174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0
New Zealand,2018_Vancouver_7s,18.695652173913047,100.0,100.0,0.3333333333333333,12.5,-66.66666666666666,-60.0,-33.333333333333336,0.1461538461538462,50.0,0.0,-1.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNG,2018_Hamilton_7s,16.2534435261708,55.55555555555554,50.0,0.5,10.204081632653056,33.33333333333333,20.0,-100.0,0.06666666666666665,50.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
Samoa,2017-18_Dubai_7s,-20.744680851063837,-30.0,-33.333333333333336,0.25,-41.81818181818181,-8.333333333333329,100.0,100.0,-0.25,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Samoa,2018_Hamilton_7s,8.457711442786064,-16.66666666666667,0.0,-1.0,37.25490196078431,-33.33333333333333,33.333333333333336,25.0,-0.1785714285714286,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Samoa,2018_Las_Vegas,48.16901408450703,36.84210526315789,33.333333333333336,0.25,71.42857142857143,-50.0,0.0,0.0,-0.08333333333333337,100.0,0.75,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Scotland,2017-18_Sydney_7s,12.219451371571068,36.84210526315789,33.333333333333336,0.25,6.25,-41.66666666666667,33.333333333333336,100.0,-0.125,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Scotland,2018_Hong_Kong,19.43793911007026,11.764705882352944,0.0,0.6666666666666666,28.0,66.66666666666667,-33.333333333333336,-14.285714285714292,0.04861111111111116,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,1
South Africa,2017-18_Sydney_7s,-17.241379310344826,-66.66666666666666,-66.66666666666666,0.0,3.7037037037037095,-40.0,-33.333333333333336,-20.0,0.012987012987012991,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
South Africa,2018_Vancouver_7s,-3.4802784222737837,-61.111111111111114,-66.66666666666666,0.6,9.589041095890408,40.0,20.0,50.0,-0.1333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
Spain,2017-18_Cape_Town,12.299465240641705,67.74193548387098,60.0,0.75,11.538461538461533,0.0,25.0,60.0,0.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
Spain,2018_Hamilton_7s,15.815085158150849,41.46341463414634,42.85714285714286,-0.09999999999999998,21.568627450980387,-50.0,-50.0,-33.333333333333336,0.1527777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Spain,2018_Las_Vegas,6.474820143884897,24.444444444444446,14.285714285714292,0.6666666666666667,22.807017543859644,8.333333333333329,25.0,0.0,0.15384615384615385,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1
Uruguay,2018_Vancouver_7s,9.425287356321846,100.0,100.0,0.7142857142857143,8.0,-50.0,25.0,33.333333333333336,-0.09615384615384616,50.0,0.5,0.0,0.0,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Wales,2017-18_Dubai_7s,1.76211453744493,-16.0,-25.0,0.6,-5.617977528089881,40.0,-50.0,-100.0,0.33333333333333337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0
Wales,2018_Hong_Kong,32.196162046908306,80.76923076923076,75.0,0.8571428571428571,27.272727272727266,50.0,14.285714285714292,0.0,0.11428571428571432,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1
